LO_ID,Subject,Subject_Name,Priority,BK_Only,ECQB_2026_Change,File_Hits,First_File,DB_Rows,Coverage_Status_Suggested,LO_Text
032.01.02.03.01,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Name the following factors that affect aeroplane performance: pressure altitude and temperature, wind, aeroplane weight, aeroplane configuration, aeroplane anti-skid status, aeroplane centre of gravity (CG), aerodrome runway surface, and aerodrome runway slope."
032.01.02.03.02,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe how, for different density altitudes, the thrust and power available vary with speed for a propeller-driven aeroplane."
032.01.02.03.03,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe how, for different density altitudes, the thrust and power available vary with speed for a turbojet aeroplane."
032.01.02.03.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe how, for different density altitudes, the drag and power required vary with indicated airspeeds (IAS) and true airspeeds (TAS)."
032.01.02.03.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe how, for different aeroplane weights and configurations, the drag and power required vary with IAS and TAS."
032.01.03.01.01,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how drag (thrust) and power required vary with speed in straight and level flight.
032.01.03.01.02,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of excess thrust and power on speed in level flight.
032.01.03.01.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Interpret the ‘thrust/power required’ and ‘thrust/power available’ curves in straight and level flight.
032.01.03.01.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe how the maximum achievable straight and level flight IAS and TAS vary with altitude.
032.01.03.01.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe situations in which a pilot may elect to fly for ‘maximum endurance’ or ‘maximum range’.
032.01.03.02.01,032,Performance — Aeroplanes,HIGH,N,Fuel/energy scheme alignment,3,agent_tasklist.md,0,DRAFT_DONE,Define a turbojet aeroplane’s specific fuel consumption (SFC) and describe how it affects fuel flow and specific range.
032.01.03.02.02,032,Performance — Aeroplanes,HIGH,N,Fuel/energy scheme alignment,3,agent_tasklist.md,0,DRAFT_DONE,Define a propeller-driven aeroplane’s SFC and describe how it affects fuel flow and specific range.
032.01.03.02.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the optimum speed for maximum SR for a turbojet aeroplane in relation to the drag curve.
032.01.03.02.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the optimum speed to achieve maximum SR for a propeller-driven aeroplane in relation to the power required and drag graphs.
032.01.03.02.05,032,Performance — Aeroplanes,HIGH,N,Fuel/energy scheme alignment,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effect of aeroplane weight and CG position on fuel consumption, range and the optimum speed for maximum SR."
032.01.03.02.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State how a turbojet engine’s SFC varies with temperature and thrust setting.
032.01.03.02.07,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how SR for a turbojet aeroplane varies with altitude and under different meteorological conditions.
032.01.03.02.08,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how SRG for a propeller-driven aeroplane varies with altitude and under different meteorological conditions.
032.01.03.02.09,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of weight on the optimum altitude for maximum range.
032.01.03.02.10,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the effect of wind on SRG and the optimum speed for SRG , when compared to SR, and the optimum speed for SR."
032.01.03.03.01,032,Performance — Aeroplanes,HIGH,N,Fuel/energy scheme alignment,3,agent_tasklist.md,0,DRAFT_DONE,Explain fuel flow in relation to TAS and thrust for a turbojet aeroplane.
032.01.03.03.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the speed for maximum endurance for a turbojet aeroplane.
032.01.03.03.03,032,Performance — Aeroplanes,HIGH,N,Fuel/energy scheme alignment,3,agent_tasklist.md,0,DRAFT_DONE,Explain fuel flow in relation to TAS and thrust for a propeller-driven aeroplane.
032.01.03.03.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the speed for maximum endurance for a propeller-driven aeroplane and the disadvantages of holding at this speed (e.g. high angle of attack (AoA) and lack of speed stability).
032.01.03.03.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effect of wind and altitude on endurance, and the maximum endurance speed for a turbojet aeroplane."
032.01.03.03.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effect of wind and altitude on endurance, and the maximum endurance speed for a propeller-driven aeroplane."
032.01.03.03.07,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the benefits of managing your en-route airspeed to reduce or avoid holding time, and the operational situations when it could be used (commanded by the pilot or air traffic control (ATC), when delays at arrival airport occur)."
032.01.04.01.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Resolve the forces during a steady climb.
032.01.04.01.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define and explain the following terms: critical engine; speed for best angle of climb (VX); speed for best rate of climb (VY).
032.01.04.01.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain climb performance in relation to the thrust available and thrust required (angle of climb), and power available and power required (rate of climb)."
032.01.04.01.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the meaning and effect of ‘excess thrust’ and ‘excess power’ in a steady climb.
032.01.04.01.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Interpret the ‘thrust/power required’ and ‘thrust/power available’ curves in a steady climb.
032.01.04.01.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the difference between climb angle and gradient.
032.01.04.01.07,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effect of weight on the climb angle and rate of climb, and the speed for best angle and best rate of climb."
032.01.04.01.08,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effects of pressure altitude and temperature, including an inversion on climb performance (angle and rate of climb)."
032.01.04.01.09,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effect of configuration on climb performance (angle and rate of climb, and VX and VY)."
032.01.04.01.10,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the effect of engine failure on climb performance (angle and rate of climb, and VX and VY)."
032.01.04.01.11,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Calculate the all-engine and one-engine-out climb gradient from given values of engine thrust and aeroplane drag and weight.
032.01.05.01.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Resolve the forces during steady descent and in the glide.
032.01.05.01.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain descent performance in relation to thrust available and thrust required (drag), and power available and power required."
032.01.05.01.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the meaning of ‘excess thrust required’ (excess drag) and ‘excess power required’ in a steady descent.
032.01.05.01.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Interpret the ‘thrust/power required’ and ‘thrust/power available’ curves in a steady descent.
032.01.05.01.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effect of mass, altitude, wind, speed and configuration on the glide descent."
032.01.05.01.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effect of mass, altitude, wind, speed and configuration on the powered descent."
032.02.01.01.01,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Define the following speeds: stall speeds VS, VS0 and VS1; rotation speed VR; speed at 50 ft above the take-off surface level; reference landing speed VREF."
032.02.01.01.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the limitations on VR, on the speed at 50 ft above the take-off surface and on VREF, and given the appropriate stall speed, estimate the values based on these limitations for a single-engine, class B aeroplane."
032.02.01.01.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the limitations on VR, on the speed at 50 ft above the take-off surface and on VREF, and given the appropriate stall speed, estimate the values based on these limitations for a multi-engine, class B aeroplane."
032.02.01.01.04,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the European Union airworthiness requirements according to CS-23 relating to aeroplane performance (stall, take-off, climb, landing)."
032.02.01.01.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define and identify the critical engine of a multi-engine propeller aeroplane.
032.02.01.01.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effect of an engine failure on the power required, the total drag (thrust required) and climb performance of a multi-engine aeroplane."
032.02.01.01.07,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of engine failure on the minimum control speed of a multi-engine aeroplane under given conditions (temperature and pressure altitude).
032.02.03.01.01,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define the following distances and masses: take-off distance; landing distance; ground-roll distance; maximum allowed take-off mass; maximum allowed landing mass.
032.02.03.01.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effect of flap-setting on the take-off, landing and ground-roll distances."
032.02.03.01.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effects of the following runway (RWY) variables on take-off distances: RWY slope; RWY surface conditions: dry, wet and contaminated; RWY elevation."
032.02.03.01.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"For both fixed-pitch and constant-speed propeller aeroplanes, explain the effect of airspeed on thrust during the take-off run."
032.02.03.01.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the effects of brake release before take-off power is set on the TOD and ASD.
032.02.03.01.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effect of wind on take-off and landing distances, and determine the actual headwind/tailwind component given the runway direction, wind speed and direction, by use of wind component graphs, mathematical calculations, and rule of thumb."
032.02.03.01.07,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain why an aeroplane has maximum crosswind limit(s) and determine the crosswind component given the runway direction, wind speed and direction, by use of wind component graphs, mathematical calculations, and rule of thumb."
032.02.03.01.08,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the percentage of accountability for headwind and tailwind components during take-off and landing calculations.
032.02.03.01.09,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of runway conditions on the landing distance.
032.02.03.01.10,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effects of pressure altitude and temperature on the take-off distance, take-off climb, landing distance and approach climb."
032.02.03.01.11,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the landing airborne distance and ground-roll distance and estimate the effect on the landing distance when the aeroplane is too fast or too high at the screen.
032.02.03.01.12,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the take-off flight path for a multi-engine, class B aeroplane."
032.02.03.01.13,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the dimensions of the take off flight path accountability area (domain).
032.02.04.01.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the climb and en-route requirements according to the applicable operational requirements.
032.02.04.01.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"For a single-engine aeroplane, calculate the expected obstacle clearance (in visual meteorological conditions (VMC)) given gross climb performance, obstacle height and distance from reference zero."
032.02.04.01.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"For a single-engine aeroplane, calculate the net glide gradient and net glide distance, given aeroplane altitude, terrain elevation, gross gradient or lift/drag ratio (L/D ratio), and headwind or tailwind component."
032.03.03.01.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Determine the field-length-limited take-off mass and take-off speeds given defactored distance, configuration, pressure altitude, temperature and headwind/tailwind component."
032.03.03.01.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Determine the accelerate-go distance and accelerate-stop distance data.
032.03.03.01.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Determine the ground-roll distance and take-off distance from graphs.
032.03.03.01.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Determine the all-engine-out and critical-engine-out take-off climb data.
032.03.03.01.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Determine take off flight path for a MEP aeroplane of given mass and given airfield conditions, and calculate the obstacle clearance based on the take off flight path."
032.03.03.01.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Determine the minimum headwind or maximum tailwind component required for take-off for a given mass and given airfield conditions.
032.03.03.01.07,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Given take-off run available (TORA), TODA and ASDA, slope and surface conditions, calculate the defactored distance to be used for commercial air transport using the appropriate take-off graphs."
032.03.03.01.08,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Calculate the minimum TORA or TODA for commercial air transport given the defactored take-off distance or run, runway surface and slope."
032.03.03.02.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Determine rate of climb.
032.03.03.02.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Calculate obstacle clearance climb data.
032.03.03.02.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Determine the still-air and flight-path gradients for given IAS, altitude, temperature, aeroplane weight and, if relevant, wind component."
032.03.03.04.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Determine the field-length-limited landing mass and landing speeds given defactored distance, configuration, pressure altitude, temperature and headwind or tailwind component."
032.03.03.04.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Determine landing climb data in the event of balked landing.
032.03.03.04.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Determine landing distance and ground-roll distance for given flap position, aeroplane weight and airfield data."
032.03.03.04.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Calculate, given the landing distance available (LDA), slope and surface type and condition, the defactored distance to be used for commercial air transport using the appropriate landing graphs."
032.03.03.04.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Calculate the minimum landing distance (LD) that must be available for commercial air transport given the defactored landing distance, runway surface and slope."
032.04.01.01.01,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the forces affecting the aeroplane during the take-off run.
032.04.01.01.02,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,State the effects of thrust-to-weight ratio and flap-setting on ground roll.
032.04.01.01.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the European Union airworthiness requirements according to CS-25 relating to large aeroplane performance (General and Take-off).
032.04.01.01.04,032,Performance — Aeroplanes,HIGH,N,Pavement strength — ACN/PCN questions remain pending EU update,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the terms ‘aircraft classification number’ (ACN) and ‘pavement classification number’ (PCN), and the requirements and hazards of operating on aerodrome surfaces with PCNs smaller than the ACNs."
032.04.01.01.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define and explain the following speeds in accordance with CS-25 or CS-Definitions: reference stall speed (VSR); reference stall speed in a specific configuration (VSR1); 1-g stall speed at which the aeroplane can develop a lift force (normal to the flight path) equal to its weight (VS1g); minimum control speed with critical engine inoperative (VMC); minimum control speed on or near the ground (VMCG); minimum control speed at take-off climb (VMCA); engine failure speed (VEF); take-off decision speed (V1); rotation speed (VR); take-off safety speed (V2); minimum take-off safety speed (V2MIN); minimum unstick speed (VMU); lift-off speed (VLOF); maximum brake energy speed (VMBE); maximum tyre speed (VMax Tyre).
032.04.01.01.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the interdependence between the above-mentioned speeds where relevant.
032.04.01.01.07,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the following distances in accordance with CS-25: take-off run with all engines operating and one-engine- inoperative; take-off distance with all engines operating and one-engine-inoperative; accelerate-stop distance with all engines operating and one-engine-inoperative.
032.04.01.01.08,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how loss of TORA due to alignment is accounted for.
032.04.01.01.09,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of the interdependency of relevant speeds in 032 04 01 01 (05) and the situations in which these interdependencies can cause speed and performance restrictions.
032.04.01.02.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the effects of the following runway (RWY) variables on take-off distances: RWY slope; RWY surface conditions: dry, wet and contaminated; RWY elevation."
032.04.01.02.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effects of the following aeroplane variables on take-off distance: aeroplane mass; take-off configuration; bleed-air configurations.
032.04.01.02.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effects of the following meteorological variables on take-off distances: wind; temperature; pressure altitude.
032.04.01.02.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the consequence of errors in rotation technique on take-off distance: early and late rotation; too high and too low rotation angle; too high and too low rotation rate.
032.04.01.02.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Compare the take-off distance for specified conditions and configuration for all engines operating and one-engine-inoperative.
032.04.01.02.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of using clearway on the field-length-limited take-off mass.
032.04.01.02.07,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the influence of aeroplane mass, air density and flap settings on V1, V2 and V2MIN and thereby on take-off distance."
032.04.01.02.08,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of an error in V1 on the resulting one-engine-out take-off distance.
032.04.01.03.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how the accelerate-stop distance is affected by given conditions and configuration for all engines operating and one-engine-inoperative.
032.04.01.03.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of using a stopway on the field-length-limited take-off mass.
032.04.01.03.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of an error in V1 on the resulting accelerate-stop distance.
032.04.01.03.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of runway slope or wind component on the accelerate-stop distance.
032.04.01.03.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how the accelerate-stop distance is determined and discuss the deceleration procedure.
032.04.01.03.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain how the accelerate-stop distance is affected by the use of brakes, anti-skid, reverse thrust, ground spoilers (lift dumpers) and by brake energy absorption limits, delayed temperature rise and brake temperature indication."
032.04.01.03.07,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the hazards of rejecting a take-off from high ground speed or high take-off mass, and how to manage these hazards."
032.04.01.04.01,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Define the term ‘balanced field length’.
032.04.01.04.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the relationship between take-off distance and accelerate-stop distance, and identify on a diagram the balanced field length and balanced V1."
032.04.01.04.03,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the applicability of a balanced field length.
032.04.01.05.01,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the applicability of an unbalanced field length.
032.04.01.05.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of additional stopway on the allowed take-off mass and appropriate V1 when using an unbalanced field.
032.04.01.05.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effect of additional clearway on the allowed take-off mass and appropriate V1 when using an unbalanced field.
032.04.01.06.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the factors that affect the FLLTOM.
032.04.01.06.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the concept of a ‘range of V1’ and explain reasons for the placement of the designated V1 towards the faster or slower end of the range.
032.04.01.07.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Define a ‘contaminated runway’, ‘wet runway’, and a ‘dry runway’."
032.04.01.07.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the different types of contamination: wet or water patches, frost-covered, dry snow, wet snow, slush, ice, compacted or rolled snow, frozen ruts or ridges."
032.04.01.07.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the different types of hydroplaning.
032.04.01.07.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the difference between the two dynamic hydroplaning speeds and state which of them is the most limiting for an aircraft operating on a wet runway.
032.04.01.07.07,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that some wind limitations may apply in case of contaminated runways. Those limitations are to be found in Part B of the Operations Manual - Limitations.
032.04.01.07.08,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that the procedures associated with take-off and landing on contaminated runways are to be found in Part B of the Operations Manual - Normal procedures.
032.04.01.07.09,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that the performance associated with contaminated runways is to be found in Part B of the Operations Manual - Performance.
032.04.01.08.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the difference between the flat-rated and non-flat-rated part in performance charts.
032.04.01.08.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"State the differences in climb-gradient requirements for two-, three- and four-engined aeroplanes."
032.04.01.08.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effects of aeroplane configuration and meteorological conditions on the take-off climb.
032.04.01.08.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Determine the climb-limited take-off mass.
032.04.01.09.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the operational regulations for obstacle clearance in the net take-off flight path (NTOFP).
032.04.01.09.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the actual and NTOFP with one-engine-inoperative in accordance with CS-25.
032.04.01.09.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the effects of aeroplane configuration and meteorological conditions on the obstacle-limited take-off mass.
032.04.01.09.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the segments of the actual take-off flight path.
032.04.01.09.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the changes in the configuration, power, thrust and speed in the NTOFP climb segments."
032.04.01.09.06,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"State the standard maximum bank angle(s) in the first and second segment, and determine the effect on the stall speed and implication on V2."
032.04.01.09.07,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the influence of airspeed selection, acceleration and turns on the climb gradient."
032.04.01.09.08,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the European Union airworthiness requirements according to CS-25 relating to aeroplane performance take-off climb and flight path.
032.04.01.10.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define PLTOM and RTOM.
032.04.01.10.02,032,Performance — Aeroplanes,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the use of RTOM tables or similar to find PLTOM and how this can also be done using an EFB.
032.04.01.10.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Interpret what take-off limitation (field length, obstacle, climb, structural, etc.) is restricting a particular RTOM as it is presented in RTOM tables or similar."
032.04.01.10.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe why data from an EFB can differ from data derived from RTOM tables or similar.
032.04.01.11.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the differences between the take-off performance determination on a wet or contaminated runway and on a dry runway.
032.04.01.11.02,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe a wet V1 and explain the consequences of using a wet V1.
032.04.01.11.03,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the hazards, effects and management of operating from a contaminated runway."
032.04.01.11.04,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe displacement drag, impingement drag, and the methods to monitor acceleration."
032.04.01.11.05,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the benefits and implications of using a derated take-off on a contaminated runway.
032.04.01.12.01,032,Performance — Aeroplanes,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the advantages and disadvantages of using reduced (flex) and derated thrust.
